song_name,artist_name,decade,lyrics
מילים יפות מאלה,הפרויקט של עידן רייכל,2000s,"זה לא אומר שאני לא אף פעם
זה רק עכשיו, אז תחכה
ואז אבוא כשיעבור הזעם
ואז אחזור - כשיתבהר.
זה לא אומר שאני לא חושבת
עליך בכל יום, כל שעה
עדיין אין שלווה ואין את השקט
כי בכל מקום עולה מולי דמותך.
גם אם קשה לי להגיד מילים יפות מאלה
גם אם לא מצאתי דרך להגיד שלך
תדע עכשיו שרק אותך אני אוהבת
תדע בלב אני תמיד איתך
תדע אני תמיד, תמיד איתך
זה לא אומר שכך ואין אחרת
זו רק סופה ביום חולף
ואז תראה איך כשתזרח השמש
אשוב אליך מן הגשם השוטף.
גם אם קשה לי..."
נישקתי בחורה,מיקה קרני,2000s,"מדוד מדוד
אני בודקת אפשרות
זה די נשמר בי
עוד משיעורי ספרות
קצת התרגשתי
מפשטות ההיענות
זה מן מצב כזה
גובל ברוח שטות
אתה יודע שאני זה בשבילך
אתמול בערב נישקתי בחורה...
נישקתי בחורה
פתחתי צוהר אל חיי שעשועים
היו חשמל ומחשכים
ואיש אחד החזיק לי את היד
והחדיר בי מבטים
חוויתי משהו על סף קהות חושים
אתה יודע שאני זה בשבילך
אתמול בערב נישקתי בחורה...
נישקתי בחורה
בקיץ שעבר דחיתי הזדמנות
אתמול הפתיע, אז בהחלטיות
גירשתי מחשבה, שבאה בחסות
האגודה לגינונים והתחסדות
אתה יודע שאני זה בשבילך
אתמול בערב נישקתי בחורה...
נישקתי בחורה"
ואני קורא לך,אייל גולן,2000s,"השמיים לא בישרו על סערה
גם הים היה רגוע ושקט
כשפגשתי בך לראשונה
השתנו חיי ללא ספק
הציפור שעפה נעצרה
נעתקה לרגע נשימה
כשפגשתי בך לראשונה
יום שבו הפסיקה מלחמה
ואני קורא לך אל תלכי לי
בגרוני עייף ליבי מותש
מעל העיר שלנו קול של אלוהים
עד שבאתי ומצאתי אותך אהובתי
ואני קורא לך אל תלכי לי
גם השמש לא שווה כשאת לא כאן
מעל הים שלנו רוחות ושדים
עד שבאתי ומצאתי אותך אהובתי
מחבק אותך חזק בחלומות
בחיים את לידי קרוב ללב
כשפגשתי בך לראשונה
השתנו בי גם שמחה וגם כאב.
והרוח תפסק לה בקרוב
אנשים גם ינשמו אז לרווחה
ונחלוק ביחד בכי צחוק,
רעש שקט עצב ושמחה
ואני קורא לך..."
ידיים למעלה,כנסיית השכל,2000s,"אחד שיכור שכח לזכור את מה שהוא חייב לשכוח
אחד נפל מקצה רחוב כבר לא יכול יותר לברוח
והחיים הם עוד זורמים אל תוך משפט אחד מכריע
והלילות כבר לא קרים רק אור הבוקר שמבטיח
היא אומרת זה טוב זה ההיפך מרע
ידיים למעלה היא אוהבת אותך
היא אומרת תבוא אפילו כשרע
ידיים למעלה
אם זה נהיה רכבת הרים אני עוזב ידיים
אם זה דם על הפנים אני שוטף במים
אם אמא מספרת לי סיפור אני חושב פעמיים
היא אומרת זה טוב..."
שנים חסומות,מוניקה סקס,2000s,"שנים חסומות שנים בלי רגש
שנים מהצד מנותק
מלא בעובדות חסרות כל ערך
הקיסר של יפן הקיסר של יפן
יושב בכיסא מנפנף בדגל
זה לא את זה אני
שנים חסומות שנים של הבל
אז אל תתפלאי אל תתפלאי
אני לא יודע ללכת
אני לא יודע לדבר
אני רק יודע שהקיר הזה נשבר ואני לא חוזר
נתתי לך יד זרקתי אבן
לתוך הבאר עמוקה
אני מתכופף מקשיב בחושך
אני לא שומע פגיעה לא שומע פגיעה
אני מפחד מנפנף בדגל
זה לא את זה אני
שנים חסומות שנים של הבל
אז אל תתפלאי אל תתפלאי
אני לא יודע ללכת..."
גשם חזק,מוניקה סקס,2000s,"כל הפרידות כמו סיכות נעוצות על הלב
הסיבוב התארך כשהאוטו שלי התהפך
אז נשארתי
מחוץ למירוץ
אין לי כח לרוץ
יש אנשים שעומדים בלחצים
ואני מנסה.
גשם חזק קשה לי לראות
אפילו שעיני פקוחות
נוסע הלילה
לבד לצפון
כי בא לי לברוח.
כל הבדיחות הכריכות הדקות
בחיוך שלך יש אהבה
הכדור שזרקתי לסל
כמעט ונכנס
כמה חבל
נראינו כמו זוג מג'ורנל
יש בחורים אדישים לנשים
ואני מנסה.
גשם חזק קשה לי לראות...
כי בא לי לברוח
מהכל לשכוח"
רק תחייכי אליי,אתניקס,2000s,"עוד עונה איתך, עונה בוערת
גם אם זאת עונת הנדידה
עכשיו אני נסער, גם את נסערת
שנינו לא בנויים לעוד פרידה
רק תחייכי אלי
רק תחייכי אלי
כי ליבי שוב מדמם מאהבה
רק תחייכי אלי
רק תחייכי אלי
כי אני כבר מסתגל לאכזבה
אל תהיי קשה, תהיי אישה
וכשנתייחד עם רדת ערב
את תהיי עוטפת וצמודה
ובתום מחול של שתי וערב
נחכה לבוא החסידה
רק תחייכי אלי..."
חי מיום ליום,סאבלימינל והצל ומומי לוי,2000s,"כי אנשים לא מבינים
אני לא מפסיק, ממשיכים
הכי עצבני, ישראלים עצבניים
כבר אלף בשטח, זין על הכסף
אני נלחם רק לספק ת'חשק
נושא עלי מילים כאילו נשק
עוד דף ונסיים ת'פרק
מתי נפסיק לחיות על הקאנט?
שנה למליני מתחילת חודש שבט
המדינה מתנדנדת כמו סיגריה בפה של עראפת
כולם רצים עם מצת
רוסיות צורחות ""בלאט""
צדק עליון מעוות
NOW WHAT?
מהדת עשו כת
מחפש מקלט כי בכל צד יש פנאט
ראט-טאט-טאט-טאט
מה קרה המשק מושבת?
הכל חובבני מה שנוצץ הפך להיות מאט
What the blood clot
מה פה קורה פה
אם משהו עובד תראה לי איפה
אני חי מיום ליום
לא הולך לשום מקום
יום עובר ועוד יום בא
ושום דבר לא השתנה
השעון לא נעצר
עוד מעט יבוא מחר
ורק המנגינה חודרת
אין לי ארץ אחרת
מהפכה, מתהפכים כמו שישים ותשע
היום כן, משתלם הפשע
אני מסתובב ברחובות, מחפש מהות
אבל הכל חוזר חביבי כמו תקליט שרוט
והאינפלציה כבר מכאיבה כמו אפילציה
מה זה אינטגרציה ? השיטה מניפולציה
ואתה מחכה שמשהו יפסיק ת'כאב
כמו כדור תשע מילימטר בתוך הלב
אנחנו מטרות נעות
אין שטרות אין בעיות, שטויות
הבטחות במיים נכתבות
חולמים בעיניים פתוחות לרווחה
פאק משרד הרווחה! לחם עבודה
תמונות צרחות סירנות ויריות
אפילו בשכונת התקוה אבדו כל התקוות
יורד על הבירכים אלי אנה
הנה זה בא (מי בא?)
זינזאנההה!
אני חי מיום ליום
לא הולך לשום מקום
יום עובר ועוד יום בא
ושום דבר לא השתנה
השעון לא נעצר
עוד מעט יבוא מחר
ורק המנגינה חודרת
אין לי ארץ אחרת
יו אני חי לי מיום ליום
תשאל אותי לאן הגענו לשום מקום
חי במדינה בלי שלום
כולם טובעים בתוך חלום
נופלים ולא רואים סוף לתהום
אבל המאבק נמשך
רגשות אשם על כל דם שנשפך
על כל חף מפשע שנרצח
כל חייל שנשלח
כל אח שלא נשכח
כל מנהיג שסרח
כל טעות קטנה שעושה עם שלם מובך
כל מפקד מודח זה עולם מלוכלך
ולא כל צעד שעושים תמיד מוצלח
במסע מפורך בין מטח למטח
וכאן עוד מנסים לדבר ללב של איש הפח
אני כלוא בתוך צינוק לבוש מדים ירוקים
שומר על עם שיורק לי בפנים
מוקף בחברים, אכולים סרטים
קוד של מלחמה יורדים מהפסים יורים
שדות הפרחים בתל אביב הפכו לג'ונגל מבטון
והחזק יותר שורד נכון זה העקרון
הכל נשלף מהמותן ואין כאן היגיון
כי אנשים מתמלאים עופרת כמו עט עפרון
ואני חי לי מיום ליום
הרעיונות אוזלים
אין אוכל לתת לגוזלים
וכולנו אנשים, כולנו אשמים
שהמצב על הפנים
אני חי מיום ליום
לא הולך לשום מקום
יום עובר ועוד יום בא
ושום דבר לא השתנה
השעון לא נעצר
עוד מעט יבוא מחר
ורק המנגינה חוזרת
אין לי אין לי אין לי ארץ אחרת"
הכאב הזה,עברי לידר ונינט טייב,2000s,"עד עכשיו לא נשאר דבר / תן לי סימן / הכאב שהיה נשאר / כן, כל הזמן / אתה
מתרחק, כמו גל נעלם / ועל החול החם / רק המבט שמכאיב כל כך // כשחום גופך
בי / אוחז בי ומתרגש / לוהט בי ומתפתל / הכאב הזה מכה בי עוד // בדמעות כל
הקיץ תם / בא לו הסתיו / זיכרונות מציירים ענן / כמו אז כן עכשיו / אתה מתקרב
ומלטף את פניי / ונושם אותי, מתלהט מולי, ועיניי / רטובות כל כך // כשחום גופך בי /
אוחז בי ומתרגש / לוהט בי ומתפתל / הכאב הזה // אתה אי־שם בין שבר בין ענן /
בין דם ובין עשן / אבוד כל כך / ולי אין כוח, אין כוח עוד לראות / אותך נופל, אין לי
כוח עוד // כשחום גופך בי / אוחז בי ומתרגש / כן, הכאב, הכאב."
שירת הסטיקר,הדג נחש ואהובה עוזרי,2000s,"דור שלם דורש שלום
תנו לצה""ל לנצח
עם חזק עושה שלום
תנו לצה""ל לכסח
אין שלום עם ערבים
אל תתנו להם רובים
קרבי זה הכי אחי
גיוס לכולם, פטור לכולם
אין שום ייאוש בעולם
יש""ע זה כאן
נ נח נחמן מאומן
No Fear, משיח בעיר
אין ערבים אין פיגועים
בג""ץ מסכן יהודים
העם עם הגולן
העם עם הטרנספר
טסט בירכא
חבר, אתה חסר
הקדוש ברוך הוא אנחנו בוחרים בך
בחירה ישירה זה רע
הקדוש ברוך הוא אנחנו קנאים לך
ימותו הקנאים.
כמה רוע אפשר לבלוע
אבא תרחם, אבא תרחם
קוראים לי נחמן ואני מגמגם
כמה רוע אפשר לבלוע
אבא תרחם, אבא תרחם
ברוך השם אני נושם
ולכן...
מדינת הלכה - הלכה המדינה
מי שנולד הרוויח
יחי המלך המשיח
יש לי בטחון בשלום של שרון
חברון מאז ולתמיד
ומי שלא נולד הפסיד
חברון אבות
שלום טרנספר
כהנא צדק
CNN משקר
צריך מנהיג חזק
סחתין על השלום, תודה על הבטחון
אין לנו ילדים למלחמות מיותרות
השמאל עוזר לערבים
ביבי טוב ליהודים
פושעי אוסלו לדין
אנחנו כאן הם שם
אחים לא מפקירים
עקירת ישובים מפלגת את העם
מוות לבוגדים
תנו לחיות לחיות
מוות לערכים
כמה רוע אפשר...
לחסל, להרוג, לגרש, להגלות
להדביר, להסגיר, עונש מוות, NO FEAR
להשמיד, להכחיד, למגר, לבער
הכל בגללך, חבר"
נשרפת מבפנים,אתניקס,2000s,"את יושבת וקוראת שירה
צריכה שינוי באווירה
הטוב שבך הורג אותך לאט,
הוא נוסע למקום אחר
כי הוא חייב להשתחרר
משאיר תמונה - ""סיגריה ומבט""
ואת נשרפת מפנים
ואת נשרפת מפנים
את לא לבד
את בודדה כמו כולם.
הוא ישלח לך מזכרות קטנות
גלויות יפות עם הבטחות
שהוא בחור של בחורה אחת,
הוא יחזור, בסוף כולם חוזרים
אדם אחר, חפץ חיים,
חיוך אוהב, סיגריה ומבט.
ואת נשרפת מפנים..."
זקוק למחילה,אהוד בנאי,2020s,"אני תקוע בשנות השישים
ואת במנה הראשונה,
כנראה שלי יש הפרעה בזהות
ולך הפרעת אכילה
אני יכול להסתדר
רק עם עגבנייה במקרר,
אבל את תמיד רוצה יותר
כאילם עומד על סף דלתך 
כשופר שאין בו מילה
זקוק למחילה -
כאילם עומד על סף דלתך
בתפילה שאין בה מילה
זקוק למחילה
ערב שבת, מלאכי רחמים,
והנרות שלך דולקים
הילדה שבגרה באה לשבת
אל שולחן ההורים
אני אומר דבר תורה
והיא מקשיבה
היא מאמינה
כאילם עומד על סף דלתך
כשופר שאין בו מילה 
זקוק למחילה -
בואי נלך לים נשטוף את הפצעים מהרגליים
נפתח חלון ברכב נקשיב לדיסק ישן בינתיים
לקראת ראש השנה מסדר ערימות של ניירת
מנסה שוב ושוב לפתוח את הסתימה בצנרת
לפעמים אני מרגיש איך שהכול ממני בורח
לפעמים אני מרגיש בתוך ביתי כמו אורח
כאילם עומד על סף דלתך
כשופר שאין בו מילה
זקוק למחילה -
בואי נלך לים נשטוף את הפצעים מהרגליים
נפתח חלון ברכב נקשיב לדיסק ישן בינתיים 
כאילם עומד על סף דלתך
בתפילה שאין בה מילה
זקוק למחילה
זקוק למחילה"
מסיבה רעה,"ג'ירפות, נטע ברזילי ודגו",2020s,"רוקד על זה
אני רוקד על זה
תאורה עלי
המסיבה הכי רעה שהייתה לי בחיים
איך הפכתי לילדה גדולה
מתי הכל קרה לי
(רע לי)
אל תגידי שאני טובה
משהו נשבר בי 
(בארבי)
לא זכרתי להגיד לאמא
אני כבר לא רוצה לחלום
נמאס לי להביט קדימה
אני רוצה ליפול היום
רציתי רק לרקוד 
עוד עוד עוד
אני רוצה למרוד 
עוד עוד עוד
הכל דפוק מהיסוד 
סוד סוד סוד
אני רוצה לשרוד 
עוד עוד עוד
אם את לא רואה אותי אז היי
אם את לא רואה אותי אז ביי
המסיבה הכי רעה שהייתה לי בחיים
תתקרב אלי 
אני רוצה את זה 
אני צריכה את זה
אל תגיד מילה על מחר
תשמור עלי
ואל תשמור עלי
מה ת׳מסתכל על השעה
יאללה בוא נצא מפה למסיבה רעה
(בואי)"
אחד למיליון,ליאור נרקיס ונרקיס,2020s,"מי קורא לך את המחשבות רק דרך העיניים
יכולתי לעשות את זה שעות
את יודעת שהכל מתחיל למעלה בשמיים
יש מישהו שרואה אותך היום
וכשאת מחייכת כל העולם עוצר אני יודע שאת כאן להשאר
הבטחנו שנקשיב רק לב
פיזמון:
שיחות עם אלוהים
לחגוג את החיים
להתרגש בגשם הראשון
כמו ילד
את כל מיני צבעים
חיבור של אחד למיליון
#אחד למיליון
אני רואה את האמת שלך זורחת כאן בחדר
נכנסת דרך חלונות סגורים
גם אני אחת כזאת תראה האש שלי בוערת 
אחרי הכל אנחנו קצת דומים
וכשאתה שומע
ת'קול שלי נוגע
קורא לך לבוא להתקרב
הבטחנו שנקשיב רק ללב...
פיזמון:
שיחות עם אלוהים
לחגוג את החיים
להתרגש בגשם הראשון
כמו ילד
בקשת של צבעים
חיבור של אחד למיליון
#אחד למיליון
סי פארט:
בעולם שלך בעולם שלי כל החלומות אותו דבר תביני
בעולם שלך בעולם שלי כל החלומות אותו דבר"
ערק,פאר טסי,2020s,"תנשום, לכל אהבה, לכל אכזבה 
לכל נפילה יש מקום
לכל נגיעה, לכל מחשבה 
לכל נשמה יש חלום
כי אי אפשר אחרת 
גם היא בוודאי עכשיו חולמת אותך 
תנשום, בקצה הלילות מלאי חרדות 
ריקים מתשובות 
תחלום, תשאל שאלות, תעשה טעויות 
רק אל תשכח לחזור
אליך לעת ערב 
בשעה שכבים כל האורות 
במרחק שנים מכאן 
או שלוש כוסות של ערק 
היא נמצאת מחוץ לזמן
ואתה עכשיו נזכר רק 
איך הייתה כל עולמך 
ועכשיו היא נעלמה לה 
והלכה לה לדרכה 
רק אתה עדיין שר לה
תזכור, את כל הימים הלא נשכחים איתה בחיים 
תזכור, את כל השריטות הכי מתוקות 
שהיו לה בראש 
תזכור, כי אי אפשר אחרת 
גם היא בוודאי עכשיו נזכרת בך
תשמור, על כל האמת 
שלך מבפנים שאין לה מחיר 
תשמור, על כל הזכויות 
שלך לאהוב אחר כך לכאוב 
תשמור, כי אי אפשר אחרת 
גם היא בוודאי עכשיו נושמת אותך 
במרחק שנים מכאן 
או שלוש כוסות של ערק
היא נמצאת מחוץ לזמן 
ואתה עכשיו נזכר רק 
איך הייתה כל עולמך 
ועכשיו היא נעלמה לה 
והלכה לה לדרכה 
במרחק שנים מכאן 
או שלוש כוסות של ערק
היא נמצאת מחוץ לזמן 
ואתה עכשיו נזכר רק 
איך הייתה כל עולמך 
ועכשיו היא נעלמה לה 
והלכה לה לדרכה 
רק אתה עדיין שר לה"
מסלוניקי עד ליפו,משה פרץ,2020s,"כמה טוב לי בימים שיש אותך 
אני לא ידעתי מה זה 
מי יוביל ולאן זה עוד רגע 
כמעט ונגשים עוד חלום 
Χάνομαι μέσα στην αγκαλιά σου 
Δωσ’ μου τα τρυφερά φιλια σου 
Το παρελθόν να ξεχάσω 
Να το διαγράψω 
Να με αλλάξω 
הוווווו משהו קורה לי כשאת פה
כמו השקיעה שנופלת על יפו
ככה תשיר לי היום 
Ooo, σαν ψέμα μοιάζει καρδιά μου 
Είσαι η ευχή στα κρυφά όνειρα μου, 
Ποσο πολύ σ αγαπώ. 
Μια στιγμή είναι μονάχα η ζωή 
Μα ατελείωτη η αγάπη 
Αυτό που νιώθω για σένα 
Οι δυο σαν ένα 
Θεούς μας κάνει 
כמה שהייתי מחכה פה 
מסלוניקי עד ליפו 
הלב מלא געגוע שקט ורגוע 
שיש לי אותך 
הווווו…….."
תיק קטן,נס וסטילה,2020s,"לא צריך תיק ענקי
מספיק לי מקום להכניס
את הדברים שנופלים לי תמיד מהכיס
שיר אל תדאגי יש מספיק
בצה
טאצ׳ אפ 
ליפגלוס
מצית בריץ' רץ' להדליק לו
יש קאש
לא אכפת לי לשלם, קרא לי ביג בוס
יש עליי ת״ז למרות שמזהים ברחוב
וויד טוב וגם דרכון
בתיק שלי מוצאים הכל
טיק טק ומשקף ורסאצ'ה 
מילה שלא נשאר מקום
בשוק שהוא נסגר בסוף 
גם בחום וגם בקור
בחורות טובות יודעות שכל אחת סוחבת איתה
כל אחת סוחבת איתה תיק קטן
מספיק לה גם אם זה רק תיק קטן
כל אחת סוחבת איתה תיק קטן
תיק תיק תיק תיק
כל אחת סוחבת איתה תיק קטן
מספיק לה גם אם זה רק תיק קטן
כל אחת סוחבת איתה תיק קטן
תיק תיק תיק תיק
כולי בשיא נדלקים עליי כמו פנסים 
אז בוא לפה פאפי תחזיק .
אל תחשוב שיש בינינו קליק - קליק
לא אכפת לי שאתה עשיר - צ'ינג
כולם בלאגן  - אני צ'יל
כולי על ענן, מוח מטוגן - צ'יפס
אנלא נועה קירל, תיק קטן זה לא פאוץ'
תפוס לי את התיק סגור את הריץ' רץ' בוי 
יש עליי ת״ז למרות שמזהים ברחוב
וויד טוב וגם דרכון
בתיק שלי מוצאים הכל
טיק טק ומשקף ורסאצ'ה וואו
מילה שלא נשאר מקום
בשוק שהוא נסגר בסוף 
גם בחום וגם בקור
בחורות טובות יודעות שכל אחת סוחבת איתה
כל אחת סוחבת איתה תיק קטן
מספיק לה גם אם זה רק תיק קטן
כל אחת סוחבת איתה תיק קטן
תיק תיק תיק תיק
כל אחת סוחבת תיק קטן
חוויות וים שיט מפעם
א' ב' של בחורות פקל
כל אחת סוחבת תיק קטן
כל אחת סוחבת תיק קטן
חוויות וים שיט מפעם
א' ב' של בחורות, פק""ל
כל אחת סוחבת תיק קטן.
לכל אחת יש את המטען שלה
אז אל תיגש אליה סתם בלי טאקט 
א' ב' של בחורות פק""ל
כל אחת סוחבת שיט בתיק שלה
שים לה בלינג בלינג - בתיק קטן
קליפסים - בתיק קטן
מסטיק - בתיק קטן
בחורות טובות יודעות שכל אחת סוחבת איתה
חברות עם תיק קטן
מסיבות בשישי שבת
חאפלות, שרית חדד
כמו תיק תיק תיק קטן תיק תיק קטן
וווואו
אחשלי, מספיק. חלאס
אל תיגע בתיק דיר באלק
אוי וויי
סטלה פיצוצים, חיזבאללה
שותים עד שמאבדים באלאנס
אם היא לא בקטע תוריד ת׳עיניים,
נשבע יש לה לוק שמפעיל אזעקה
שמה את כולם בתיק הקטן 
כי בחורות טובות יודעות שכל אחת סוחבת איתה
ת״ז למרות שמזהים ברחוב
וויד טוב וגם דרכון
בתיק שלי מוצאים הכל
טיק טק ומשקף ורסאצ'ה וואו
מילה שלא נשאר מקום
בשוק שהוא נסגר בסוף 
גם בחום וגם בקור"
אינטלקטוערס,אודיה,2020s,"אני בחצי זוגיות
ויש לי חצי עבודה
ואני חצי מאושרת
וחצי כפוית טובה
ואתה חצי מאוהב בי
חצי מאוהב בך
כותב לי חצאי שירים
ומתסבך לי תצורה
אתה חכם אתה שואל
אותי שאלות שבבסיס
עומדת שאלה אחרת
אינטליגנציה היא כרטיס
להופעות שלך בלילה
עם בערך אהבה
ובערך ביטחון
שהוא עצמי אבל בך
בא לי לקום בלילה
בא לי לישון ביום
אתה חי לפי הספר
אני חיה את החלום
אם אתה כזה חזק
אז למה אתה בוכה פתאום
אולי כי אתה שומע
את השם שלי בכל מקום
אני שלמה עם כל החצי
ככה זה כשאין ברירה
ואני חצי חרדית
ואני חצי לבושה
ואתה חצי מאמין
אתה מפרש לי את התורה
הנשמה שלך מול הגוף
פעם תורי פעם תורה
ואני חצי בן חצי בת
ואני חצי ראפ ולפעמים לאט
בקלאס חצי אינטלקטוערס
בא לי לקום בלילה
בא לי לישון ביום
אתה חי לפי הספר
אני חיה את החלום
אם אתה כזה חזק
אז למה אתה בוכה פתאום
אולי כי אתה שומע
את השם שלי בכל מקום
תגיד יכול להיות שאתה שרוט?
היו לי פה כאלו לפניך
תגיד יכול להיות שאתה טעות?
זה היה עושה לי את זה פעם אש עליך
יפה שאתה מנסה להוריד לי ממני
יפה שבסוף זה מוריד לי ממך
יפה שלכולם יש מה להגיד
אז הרמתי את הווליום ל"
הוויסקי והיין,ליאור נרקיס,2020s,"פרח מרפחת איפה את 
מחפש אחריה
נעלמה כמו ציפור 
רוח מלטפת מן הים
רוצה את זאת האהבה
בפיתויים הפלגת
אותה לבד שכחת 
החברים לקחו אותך בדרך מכשלת
בקבוק בין הידיים
ומדמיין כנפיים
בלילות בלי הכרה
אז אל תתן לה לעזוב
אתה שיכור ולא רגוע
תחזור הבייתה היא אוהבת 
כי בלעדיה תאבד שליטה 
אתה חייב אותה קרוב
הוויסקי והיין לקחו לך כבר את השקט
אל תשכח שהגברים בוכים בלילה
מסתובב לבד בבית בלעדיה
ותחושת ריקנות שורפת את הנשמה 
ואולי את הקרב הזה הפסדת 
אבל לא תמלחמה"
הולכת יחפה,איתי לוי,2020s,"בא לי להגיד לך את הכל מהר
לקרוע את הלב מהחולצה שלא יכאב יותר 
לפני שני לפני שניגמר  
להגיד לך שדיממתי על הפסנתר 
עם כל המשפטים האלה מאמי לא יכול יותר 
הולך ממך הולך ומצטער 
על הטעות שהוצאתי לך טבעת
ועכשיו אני חצי בן אדם
היו ימים שיצאתי מהדעת 
ונכון גם אני לא מושלם 
ואת הכי הכי יפה 
כמו בשלכת אני על הרצפה  
עם כל החלומות שהיו שלנו 
איפה אנחנו 
בגלגול הבא 
שם את הולכת יחפה 
בא לי שנחזור לשבת בחצר 
לנשק לך תדמעות שתחייכי מהר 
מזמן שלא הצלחנו לדבר 
השלמתי שבינינו זה לא מסתדר 
איתך הזוגיות הפכה אותי יותר בוגר
הולך ממך הולך ומצטער
על הטעות שהוצאתי לך טבעת
ועכשיו אני חצי בן אדם
היו ימים שיצאתי מהדעת 
ונכון גם אני לא מושלם 
ואת הכי הכי יפה 
כמו בשלכת אני על הרצפה  
עם כל החלומות שהיו שלנו 
איפה אנחנו 
בגלגול הבא 
שם את הולכת יחפה 
כשכולם מבלים 
חושב על הדברים
מתי אקום חדש אולי מחר יהיה כיף 
שלא תביני לא נכון זה לא היה שלנו
איפה אנחנו בגלגול הבא"
לצאת מדיכאון,יגל אושרי,2020s,"אתם יודעים מה הדרך הכי טובה לצאת מדיכאון ?
המשפחה, החברים אולי לצאת לבילויים
שיחות עמוקות שיחות של הנפש בלילה
להתמודד עם שינויים ההרגלים הישנים 
הנשמה במלחמה עם הקארמה 
עוד יבואו ימים טובים אני מבטיח
עוד יבואו ימים טובים
גם בשעות החשוכות של הלילה 
תמיד יהיה כוכב קטן שיאיר לך
את עצמך את הדרך הביתה 
תמיד זה הכי חשוך לפני הזריחה 
מיליון רכבות דוהרות עד אוסטרליה 
מחפש רחוק את מה שנמצא לך 
מתחת לאף כל מכשול זה מדליה 
קם ונופל אבל בדרך שלך 
להתמודד עם הפחדים
לקפוץ למים עמוקים 
לשחות עד הסוף 
להגיע לחוף 
עד הלילה 
להאזין גם לשירים 
כי זמרים הם הרופאים 
הכי טובים שיש למדע להציע  
עוד יבואו ימים טובים אני מבטיח 
עוד יבואו ימים טובים"
אין סוף ללילה,קרן פלס,2020s,"אני הולכת ברגליים יחפות
על השבילים שלפני
האבנים שורפות
סימן שיש עוד שמש מעליי
מתחלפות עונות
אני צריכה להתקלף מכעסים וכישלונות
קשה לבנות כבר משהו על הלב
מה אתה חושב...
תמיד חושב יותר מדי
איפה תסתובב
הרי תאהב גם אחריי
וכאן אולי זה המקום
כשאנשים מחכים ליום
אין סוף ללילה
הלילה אין לו סוף
עוד לא ויתרנו מה פתאום
כשאנשים מפסיקים לחלום
אין סוף ללילה
אין סוף
אני אוספת בידיים חשופות
שברי תמונות שהתחברו אליי
לא מנצחים במלחמות
ומי שמוותר מראש לא חי
טוב לנו עכשיו
בלי לחפש רחוק מדי
והזמן יזרום
איתך או בלעדיי
וכאן אולי זה המקום
כשאנשים מחכים ליום
אין סוף ללילה
הלילה אין לו סוף
עוד לא ויתרנו, מה פתאום
כשאנשים מפסיקים לחלום
אין סוף ללילה
אין סוף
כשאנשים מחכים לחוף
אין סוף למים
הלב עושה אגרוף
עוד לא ויתרנו מה פתאום
כשאנשים מפסיקים לחלום
אין סוף ללילה
אין סוף"
שלווה בארמונותייך,רביד פלוטניק,2020s,"יהי שלום במחזותיך
שיפתחו נא כל דרכיך
עוד תקבל מנת חלקך
תגיע למחוז חפצך 
ויבורכו כל אוהביך
שלווה מרחפת מעליך
שלווה בארמונותיך 
ויתגשמו חלומותיך
וינוסו כל פחדיך
כי כל הטוב עוד לפניך
כן כל הטוב עוד לפניך 
יהי שלום במחוזותייך
שיפתחו נא כל דרכייך
ויבורכו הן שתי ידייך
חייל שלך אני מאחורייך
ניצוצות בתוך עינייך
זוהרת ככוכב הליל
את טהורה את אשת חיל
את גיבורה את אשת חיל
ויתגשמו חלומותייך
ותגדלי את ילדייך
וכל הטוב עוד לפנייך
כן כל הטוב עוד לפנייך
זרימה ותודעה של שפע
(יהי שלום במחזותיך)
זרימה ותודעה של שפע
(שייפתחו נא כל דרכיך)
זרימה ותודעה של שפע
(עוד תקבל מנת חלקך)
זרימה ותודעה של שפע
(תגיע למחוז חפצך)"
יחפים,יסמין מועלם,2020s,"אם הייתי יכולה
לצאת מהראש שלי
ללכת ולמכור בשוק
את כל המחשבות שלי
אם כל הרחובות היו ריקים עכשיו
הייתי ריקה גם אני
והזמזום הזה שלא מפסיק
זאת המלחמה שלי
ואני יודעת שהוא לא ישאיר אותי לבד
מה כבר ביקשתי
תהיה לי מים חיים
כי בסוף היום אנחנו
יחפים ופשוטים
אם תמשוך אותי אלייך
מעל עננים
בחלומות שלי אנחנו
יחפים ופשוטים
אפילו לא למכור
לחלק בחינם
רק שיקחו את המשקל ממני
זה יותר מדי
וזו תקופה קצת מוזרה
להיות בן אדם
הייתי מוותרת על הגוף
רק נשמה בעולם
ואני יודעת שהוא לא ישאיר אותי לבד
מה כבר ביקשתי 
תהיה לי מים חיים
כי בסוף היום אנחנו
יחפים ופשוטים
אם תמשוך אותי אלייך
מעל עננים
בחלומות שלי אנחנו
עומדים יחפים ופשוטים"
