song_name,artist_name,decade,lyrics
"חייך, אכלת אותה",יגאל בשן,1980s,"יופי של עולם, אם אתה צוחק
ואני עושה מה שמתחשק
שקט שלפני, אנו במחבוא
לא תרגיש מתי, מאיפה זה יבוא
צחק מכל הלב, לא זה לא כואב
קח את זה בכייף, חייך אכלת אותה.
קח את זה בכייף, צחק מכל הלב
אם תרצה או לא חייך אכלת אותה.
חמישה לייצים רוצים לומר פה ש...
לא קיים אדם שלמותחו קשה
שיקספיר כבר אמר העולם במה
יש פה אנשים ולי יש מצלמה
צחק מכל הלב...
(גבירותי ורבותי , שוב בוקר טוב
הנהלת הרכבת מצטערת להודיעכם
כי הסטרטר של הרכבת נתקע
אנחנו מבקשים מקהל הנוסעים
לרדת למטה ולתת דחיפה קלה לרכבת
כדי לשחרר את הסטרטר-תודה)
אם תשאל אותי - מהו האדם?
כשמותחים אותו הוא נופל וקם
כמה זה נעים, כמה טוב לראות
אנשים טובים שעושים שטויות
צחק מכל הלב...
כמה זה נעים, כמה טוב לראות
אנשים כל כך טובים עושים פה שטויות
קח את זה בכייף, צחק מכל הלב
אם תרצה או לא חייך אכלת אותה."
ארבע לפנות בוקר,יהודית רביץ,1980s,"ארבע לפנות בוקר
אנ'לא נרדמת
לבד קשה לי ללכת לישון
ארבע לפנות בוקר
אני רוקמת
חלום ליל קיץ כיד הדמיון
אני לבד - כלום לא עוזר
אני כמעט על סף משבר
מתי אתה חוזר?
ארבע לפנות בוקר
התריס פתוח
חצי ירח מציץ בחלון
ארבע לפנות בוקר
ורק הרוח
עושה קולות וגלים בוילון
אתה כבר בטח לא זוכר
הלכת למקום אחר
מתי אתה חוזר?
הזמן עובר בעצלתיים
ושמש באה בשמיים
אני לבד, אבל בינתיים
איפה אתה? איפה אני?
ארבע לפנות בוקר
הדלקתי רדיו
זה רק הביא לי יותר דיכאון
ארבע לפנות בוקר
אני בבית
מה עוד נשאר לי מלבד זיכרון
אתה כבר בטח לא זוכר
אמרת שתחזור מהר
מתי אתה חוזר?
הזמן עובר בעצלתיים...
ארבע לפנות בוקר
אנ'לא נרדמת
לבד קשה לי ללכת לישון
ארבע לפנות בוקר
אני רוקמת
חלום ליל קיץ כיד הדמיון
אני לבד כלום לא עוזר
אם לא תבוא יבוא אחר
מתי אתה חוזר?
הזמן עובר בעצלתיים..."
שנה שנייה,תיסלם,1980s,"שנה שניה
בפקולטה למדעי המדינה
עיני חתול
אף סולד ואבא מסטול
היא אוהבת על הדשא לשכב
הם רוצים אבל היא מתעקשת לבד
רוצה להיות לבד
רוצה להיות לבד
היא לא רוצה
לא זכויות יוצרים ולא הפצה
ללא בגדים
יחסי צבור ולא תמלוגים
היא עובדת במפעל השכפול
ואוהבת את הכל בכפול
רוצה להיות לבד
רוצה להיות לבד
הזמן עובר והיא עוד שם
אני מרגיש אצלי זה חם
מבוי סתום
היא אומרת לא יהיה כלום
חיבור חיסור
ופתאום היא נכנסה לשיעור"
ביקור משפחתי,בנזין,1980s,"ביום שבת הורי לקחו אותי 
לביקור משפחתי 
תמיד לוקחים אותי … 
בדרך הם אמרו לי תשתדל 
לא לזלול את הכל 
ולא להשתולל 
הדוד שלי אמר לי מותק אתה 
הוא חיבק אותי ונתן לי צביטה בלחי הו בלחי 
ודודה שלי שמנה כמו בלון 
היא נישקה אותי ומרחה לי שפתון בלחי, הו בלחי 
אחר כך הם דברו בשפת סתרים 
שאני לא אבין 
על מה הם מדברים 
עשיתי פרצופים כמו ליצן 
תעלול וגלגול 
מתחת לשולחן 
הדוד שלי אמר לי מותק אתה 
הוא חיבק אותי ונתן לי צביטה בלחי הו בלחי 
ודודה שלי שמנה כמו בלון 
היא נישקה אותי ומרחה לי שפתון בלחי, הו בלחי 
גמרתי סלסילה של עוגיות 
אפויות בצורות 
של כל מיני חיות 
בינתיים הסתובבתי ביניהם 
כי היה כל הזמן 
נורא משעמם 
בסוף אימי אמרה הוא משתולל 
את הכל הוא זולל 
מיד הוא יקבל 
מזל שאבא קם והתעקש 
ואמר מאוחר 
הילד כבר עייף 
הדוד שלו אמר לו מותק אתה 
הוא חיבק אותו ונתן לו צביטה בלחי, הו בלחי 
ודודה שלו שמנה כמו בלון 
היא נישקה אותו ומרחה לו שפתון בלחי, הו בלחי
הדוד שלי אמר לי מותק אתה 
הוא חיבק אותי ונתן לי צביטה בלחי הו בלחי 
ודודה שלי שמנה כמו בלון 
היא נישקה אותי ומרחה לי שפתון בלחי, הו בלחי 
גמרתי סלסילה של עוגיות 
אפויות בצורות 
של כל מיני חיות 
בינתיים הסתובבתי ביניהם 
כי היה כל הזמן 
נורא משעמם 
בסוף אימי אמרה הוא משתולל 
את הכל הוא זולל 
מיד הוא יקבל 
מזל שאבא קם והתעקש 
ואמר מאוחר 
הילד כבר עייף 
הדוד שלו אמר לו מותק אתה 
הוא חיבק אותו ונתן לו צביטה בלחי, הו בלחי 
ודודה שלו שמנה כמו בלון 
היא נישקה אותו ומרחה לו שפתון בלחי, הו בלחי"
רגע פרטי,ריטה,1980s,"ואני רק רציתי לשיר
לעמוד מול מראה
בעיניים עצומות
לקרב תפוח עץ
אל שפתיים אדומות
ולשיר
בתריסים מוגפים ובדלת נעולה
עטופה בסדין ובמטפחת הכחולה
מקשמיר
ואני רק רציתי לשיר
לתופף על שולחן
בידיים ארוכות
ולנשוך אחת אחת
את המילים המתוקות
של השיר
עד אשר העליתי באוב את התשובות
ודמעות של אהבה בעיניהן של התמונות
על הקיר
והרגע ההוא הפרטי
והרגע ההוא הביתי
עוד נוסע איתי
כמו חלום בהילוך איטי
ואני רק רציתי לשיר
ולשיר
ולשיר"
כמו צועני,כמו צועני,1980s,"ך אני שר מול ירח, מה בליבי האוהב,
בקול ניחר אזמר לך, את סודותיי עד כאב
נפשי משתוקקת אלייך, ללגום עד יבשו שפתותייך
אם רק לי תתני עלומייך אקשור לך כתרים לראשך
לך אני שר מול ירח, מה בליבי האוהב,
בקול ניחר אזמר לך, את סודותיי עד כאב
נפשי משתוקקת אלייך, ללגום עד יבשו שפתותייך
אם רק לי תתני עלומייך אקשור לך כתרים לראשך
כמו צועני עם גיטרה לך מנגן אחרייך נודד,
את רוקדת ושרה והלב עוד בודד
כמו צועני עם גיטרה לך מנגן אחרייך נודד,
את רוקדת ושרה והלב עוד בודד
מעיר לעיר עוד סובבת לא מציבה את הגבול
מי הוא אשר את אוהבת מה בליבך הנעול
בסמטאות לך יגידו הכוכבים גם יעידו 
אותך מליבי לא יפרידו גם אם שנים אחכה
כמו צועני עם גיטרה לך מנגן אחרייך נודד,
את רוקדת ושרה והלב עוד בודד
כמו צועני עם גיטרה לך מנגן אחרייך נודד,
את רוקדת ושרה והלב עוד בודד"
טוחנים,כמו צועני,1980s,"יום שישי בסלון כבר כולם קראו עיתון
ושולחים ידיים לפיסטוקים
מקלפים מפצחים לועסים וטוחנים
ולוקחים עוד חופן של צימוקים
בין בשר על האש למרטיני קצת יבש
מתיישבים החברה לנתח
אחד אומר לא צודק, אין מקום עוד להדק
וסיגר עבה אל פיו לוקח
טוחנים טוחנים
מקלפים מפצחים
משחיזים סכין וגם מזלג
טוחנים טוחנים
מקלפים מפצחים
יום שישי וכל העם חוגג
בעיתון היה כתוב המחיר עלה לו שוב,
איך עשית סלט כזה פיקנטי?
בעלה ממולה אומר - אני עזרתי לה,
קניתי ובסירקיס גם עיינתי.
מי שמע חדשות על כמה גזרות קשות,
יש שמועה הועדה החליטה -
לא ידפיסו נייר, תעביר מהקוויאר
ותחתוך לי חלק מהפיתה
טוחנים טוחנים...
יום ראשון כרגיל את הדיאטה שוב נתחיל
עוגה על יד קפה יש לקינוח
מי רוצה איזה מוס, לא תודה אני עמוס,
מעדיף שזיף אולי תפוח
נפרדים על הסף, הליכלוך כבר נאסף
והולכים לישון אבל בטרם,
נכנסים למיטה - הוא הרוג והיא סחוטה
הוא לוחש מחר הולכים לכרם
טוחנים טוחנים..."
עכשיו היא,משה דץ,1980s,"עכשיו היא שם
מוצפת נסחפת
שטופה בגל של ממשות
החיה אשר רובצת בקרבה
פוערת פה ומייבבת,
נוקבת,
מבלי לשאול או לקבל רשות.
האם בכך היא מאיימת
האם בכך היא מסתכנת
החיה אשר רובצת בקרבה
לוכדת זהרור
כמעט כמעט כמעט נטוש
וצליל רועד ומתגבר
מופק מאושר או יאוש.
עכשיו היא שם
מופתעת, נתבעת
מודעת רק למחצה
החיה אשר רובצת בקרבה
הנה מעין ישות בועטת,
רוטטת,
מכה, שורטת את המחיצה.
האם בכך היא מתמרדת
האם בכך היא מתעודדת
החיה אשר רובצת בקרבה
הופכת חוויה
של אור וצבע ומילה
כשצליל רועד ומתגבר
מופק מתוך האפילה."
רק בינתיים,אילנית,1980s,"אתה נושא עיניך לשמיים
אני טומנת את ראשי בחול
בכל שנה אני אומרת בינתיים
כן, בינתיים זה כמו אתמול.
הן לא נהיה פה פעמיים
רק בינתיים רק בינתיים
ועוד האש בוערת בעיניים
יפים יותר לא נוכל להיות.
יש רגעים בהם נולד האושר
יש רגעים בהם נולד כאב
מי שרוצה לשמוע חרש את הדופק
האם יספיק לשמוע את הלב?
ואולי זו הייתה מתנה
ואולי אהבה אחרונה
ואולי לא היו הדברים מעולם
ואנחנו כמו כולם.
ואולי זהו רגע אחד
והאושר היה ואבד
ואולי לא נשובה אליו לעולם
כי אנחנו כמו כולם."
ברווזים ברווזים,עובד והברווזים,1980s,"ברווזים ברווזים בואו הביתה! (לא רוצים)
בואו לאכול! (לא רוצים) בואו לשתות! (לא רוצים)
טוב, הזאב יטרוף אותכם! (לא פוחדים)
ברווזים ברווזים...
אני אפרוח, כזה קטן בלי כוח
עכשיו שוחה לבד, כמעט אינני נאבד
מקור לנו דק,  עוד לא גדלנו
באמצע המשחק אז אמא שרה לנו
ברווזים ברווזים...
קוראים לי שרגא, אני שר רק בגע גע
אני ברווז קטן, לו הייתי קפיטן
אנא עני לי, שמש שלי
מתי אגמור לגדול?
אוף, אימי קוראה בקול
אברהם אל תלך לשם, כי הזאב יאכל אותך אממ...
ברווזים ברווזים..."
רוב הזמן את אשתי,שלמה ארצי,1980s,"כל הערב דיברנו
מילים חדות כסכין
מילים נודדות מפיך אל תוך פי
ובלילה חלמתי לא אינני זוכר את הכל
ציפורים נפרדות זו לימין וזו לשמאל
התעוררתי עירום בחושך נסדק לתוכי.
כל פירוש לחלום הוא מעל לכוחי
כך חיינו עברו נשארנו פשוטים ודומים
שתי רגלינו הולכות לאן שהולכים
רוב הזמן את אישתי
וכשילד ניטע בך
חיכינו תשעה בתשיעי ילדת בעצב
רוב הזמן את אישתי
ואני מכותר בך
רוב הזמן את איתי
את ביתי
את אישתי פה בעצם
כל הערב דאגנו הילדים לא חזרו מהגן
ילדים נודדים ללא דאגה
ובלילה חלמתי על היום הראשון היחיד
ועל אימי שהאמנתי שהיא היפה בנשים.
התעוררתי עירום בחושך נסדק בתוכי
כל פירוש לחלום הוא מעל לכוחי
כך חיינו עברו נשארנו פשוטים ודומים
שתי רגלינו הולכות לאן שהולכים.
רוב הזמן את אישתי...
כל הערב עישנו שרפנו סיגריה פשוטה
כל הערב איתך באותה המיטה
ובלילה לפני שנרדמנו כיבית את האור
שוב ידינו בחושך גיששו לאהוב.
רוב הזמן את אישתי..."
