song_name,artist_name,decade,word_count,unique_word_count,char_count,line_count,avg_words_per_line,median_words_per_line,max_words_per_line,min_words_per_line,avg_word_length,lexical_diversity,repetition_ratio,punctuation_count,punctuation_ratio,question_mark_count,exclamation_mark_count,comma_count,quote_count,parenthesis_count,digit_count,english_char_count,english_char_ratio,repeated_lines_count,repeated_lines_ratio,unique_lines_count,most_repeated_line_count,chorus_repetition_score,repeated_words_count,repeated_words_ratio,most_common_word_count,most_common_word_ratio,first_person_singular_count,first_person_singular_ratio,first_person_plural_count,first_person_plural_ratio,second_person_count,second_person_ratio,third_person_count,third_person_ratio,we_vs_i_ratio,direct_address_score,love_words_ratio,army_words_ratio,nature_words_ratio,religion_words_ratio,party_words_ratio,sadness_words_ratio,nostalgia_words_ratio,family_words_ratio,place_words_ratio,time_words_ratio,modern_slang_words_ratio,old_israeli_words_ratio,last_word_unique_count,last_word_repetition_ratio,avg_last_word_length
רגע פרטי,ריטה,1980s,75,58,406,25,3.0,3,6,1,4.426666666666667,0.7733333333333333,0.22666666666666666,0,0.0,0,0,0,0,0,0,0,0.0,4,0.16,21,3,0.24,11,0.1896551724137931,3,0.04,0,0.0,0,0.0,2,0.02666666666666667,0,0.0,0.0,1.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,21,0.16,4.92
צומת דרכים,יזהר כהן,1980s,102,73,516,33,3.090909090909091,3,5,2,3.9019607843137254,0.7156862745098039,0.28431372549019607,17,0.03294573643410853,0,0,8,0,0,0,0,0.0,2,0.06060606060606061,31,2,0.12121212121212122,13,0.1780821917808219,6,0.058823529411764705,0,0.0,0,0.0,10,0.09803921568627451,1,0.00980392156862745,0.0,0.9090909090909091,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0196078431372549,0.00980392156862745,0.0,28,0.15151515151515152,4.484848484848484
ימים נשברים,עפרה חזה,1980s,81,69,430,16,5.0625,5.0,7,4,4.246913580246914,0.8518518518518519,0.14814814814814814,5,0.011627906976744186,0,0,4,0,0,0,0,0.0,1,0.0625,15,2,0.125,9,0.13043478260869565,4,0.04938271604938271,0,0.0,0,0.0,5,0.06172839506172839,1,0.012345679012345678,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.06172839506172839,0.0,0.0,15,0.0625,4.3125
כל הקלפים,עפרה חזה,1980s,82,71,410,22,3.727272727272727,4.0,7,2,3.975609756097561,0.8658536585365854,0.13414634146341464,3,0.007317073170731708,0,0,0,0,0,0,0,0.0,0,0.0,22,1,0.0,8,0.11267605633802817,3,0.036585365853658534,3,0.036585365853658534,1,0.012195121951219513,3,0.036585365853658534,0,0.0,0.3333333333333333,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.09090909090909091,4.090909090909091
ביום של הפצצה,רמי קלינשטיין,1980s,93,64,441,24,3.875,4.0,6,1,3.7419354838709675,0.6881720430107527,0.3118279569892473,1,0.0022675736961451248,0,0,1,0,0,0,0,0.0,3,0.125,21,3,0.20833333333333334,14,0.21875,6,0.06451612903225806,1,0.010752688172043012,0,0.0,2,0.021505376344086023,4,0.043010752688172046,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,20,0.16666666666666666,4.583333333333333
קזינו עולמי,מיקי קם,1980s,179,101,910,44,4.068181818181818,4.0,6,2,3.994413407821229,0.5642458100558659,0.43575418994413406,21,0.023076923076923078,6,1,9,4,0,0,39,0.04285714285714286,11,0.25,33,3,0.4090909090909091,34,0.33663366336633666,9,0.05027932960893855,12,0.0670391061452514,0,0.0,0,0.0,7,0.03910614525139665,0.0,0.0,0.0,0.0,0.00558659217877095,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0111731843575419,0.0,0.0,29,0.3409090909090909,4.9772727272727275
כל נדריי,חיים משה,1980s,79,39,396,18,4.388888888888889,4.0,6,3,3.848101265822785,0.4936708860759494,0.5063291139240507,14,0.03535353535353535,0,0,4,0,0,0,0,0.0,2,0.1111111111111111,16,2,0.2222222222222222,17,0.4358974358974359,12,0.1518987341772152,2,0.02531645569620253,0,0.0,5,0.06329113924050633,6,0.0759493670886076,0.0,0.38461538461538464,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.2777777777777778,5.277777777777778
להמשיך לצעוד,עפרה חזה,1980s,112,64,535,31,3.6129032258064515,4,7,2,3.7410714285714284,0.5714285714285714,0.42857142857142855,5,0.009345794392523364,0,0,5,0,0,0,0,0.0,9,0.2903225806451613,22,4,0.45161290322580644,26,0.40625,7,0.0625,5,0.044642857142857144,0,0.0,1,0.008928571428571428,2,0.017857142857142856,0.0,0.125,0.0,0.0,0.017857142857142856,0.008928571428571428,0.0,0.008928571428571428,0.0,0.008928571428571428,0.0,0.09821428571428571,0.0,0.0,21,0.3225806451612903,4.516129032258065
הרכבת כבר עברה בתחנה,אסתר שמיר,1980s,114,70,587,22,5.181818181818182,5.0,9,3,4.0701754385964914,0.6140350877192983,0.38596491228070173,10,0.017035775127768313,0,0,2,0,2,0,0,0.0,4,0.18181818181818182,18,4,0.2727272727272727,20,0.2857142857142857,6,0.05263157894736842,4,0.03508771929824561,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.008771929824561403,0.0,0.09649122807017543,0.0,0.0,16,0.2727272727272727,5.136363636363637
תחת ירח ערבי,ריטה,1980s,63,47,319,23,2.739130434782609,3,4,1,3.9523809523809526,0.746031746031746,0.25396825396825395,8,0.025078369905956112,0,0,2,0,0,0,0,0.0,2,0.08695652173913043,21,3,0.13043478260869565,11,0.23404255319148937,4,0.06349206349206349,2,0.031746031746031744,0,0.0,0,0.0,4,0.06349206349206349,0.0,0.0,0.0,0.0,0.07936507936507936,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,20,0.13043478260869565,4.086956521739131
רחבת הריקודים,יהודית רביץ,1980s,161,116,823,35,4.6,4,9,2,4.062111801242236,0.7204968944099379,0.2795031055900621,9,0.010935601458080195,0,0,2,0,0,0,0,0.0,6,0.17142857142857143,29,3,0.2857142857142857,17,0.14655172413793102,7,0.043478260869565216,0,0.0,0,0.0,7,0.043478260869565216,21,0.13043478260869565,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,26,0.2571428571428571,4.8
אחד ולתמיד,ירדנה ארזי,1980s,70,58,362,17,4.117647058823529,4,7,2,3.914285714285714,0.8285714285714286,0.17142857142857143,19,0.052486187845303865,0,0,12,0,0,0,0,0.0,1,0.058823529411764705,16,2,0.11764705882352941,8,0.13793103448275862,3,0.04285714285714286,3,0.04285714285714286,0,0.0,3,0.04285714285714286,2,0.02857142857142857,0.0,0.375,0.02857142857142857,0.014285714285714285,0.014285714285714285,0.0,0.014285714285714285,0.0,0.014285714285714285,0.014285714285714285,0.0,0.02857142857142857,0.0,0.0,15,0.11764705882352941,5.294117647058823
תני לו פרח,גלי עטרי,1980s,90,48,421,24,3.75,4.0,6,2,3.5,0.5333333333333333,0.4666666666666667,17,0.040380047505938245,0,0,5,6,0,0,0,0.0,6,0.25,18,2,0.5,26,0.5416666666666666,5,0.05555555555555555,5,0.05555555555555555,0,0.0,3,0.03333333333333333,3,0.03333333333333333,0.0,0.2727272727272727,0.0,0.0,0.022222222222222223,0.0,0.044444444444444446,0.0,0.0,0.1111111111111111,0.0,0.022222222222222223,0.0,0.0,16,0.3333333333333333,4.333333333333333
יעל ואני,אפרים שמיר,1980s,155,114,730,31,5.0,5,8,2,3.6451612903225805,0.7354838709677419,0.2645161290322581,10,0.0136986301369863,0,0,3,0,0,0,0,0.0,1,0.03225806451612903,30,2,0.06451612903225806,17,0.14912280701754385,13,0.08387096774193549,7,0.04516129032258064,0,0.0,1,0.0064516129032258064,5,0.03225806451612903,0.0,0.07692307692307693,0.0,0.0,0.012903225806451613,0.0,0.0,0.0,0.012903225806451613,0.0064516129032258064,0.0,0.025806451612903226,0.0064516129032258064,0.0,29,0.06451612903225806,4.419354838709677
רק בינתיים,אילנית,1980s,89,67,445,20,4.45,5.0,6,3,3.943820224719101,0.7528089887640449,0.24719101123595505,6,0.01348314606741573,1,0,1,0,0,0,0,0.0,0,0.0,20,1,0.0,13,0.19402985074626866,5,0.056179775280898875,2,0.02247191011235955,1,0.011235955056179775,4,0.0449438202247191,2,0.02247191011235955,0.5,0.4444444444444444,0.011235955056179775,0.0,0.0,0.0,0.0,0.011235955056179775,0.011235955056179775,0.0,0.0,0.033707865168539325,0.0,0.0,18,0.1,4.9
קח כל מה שאלוהים נותן,דורית ראובני,1980s,102,55,499,24,4.25,4.0,7,2,3.519607843137255,0.5392156862745098,0.46078431372549017,39,0.0781563126252505,0,0,21,0,0,0,0,0.0,7,0.2916666666666667,17,3,0.5416666666666666,29,0.5272727272727272,10,0.09803921568627451,0,0.0,0,0.0,2,0.0196078431372549,4,0.0392156862745098,0.0,0.3333333333333333,0.00980392156862745,0.0,0.00980392156862745,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,16,0.3333333333333333,3.75
נפאל,גלי עטרי,1980s,169,83,966,59,2.864406779661017,3,5,1,4.491124260355029,0.4911242603550296,0.5088757396449705,39,0.040372670807453416,0,0,23,0,0,0,0,0.0,22,0.3728813559322034,37,5,0.5932203389830508,36,0.43373493975903615,14,0.08284023668639054,0,0.0,0,0.0,2,0.011834319526627219,0,0.0,0.0,1.0,0.0,0.0,0.03550295857988166,0.005917159763313609,0.0,0.0,0.011834319526627219,0.011834319526627219,0.0,0.04142011834319527,0.0,0.0,30,0.4915254237288136,5.271186440677966
עגילי דמאר,ירדנה ארזי,1980s,110,92,581,30,3.6666666666666665,3.0,6,2,4.245454545454545,0.8363636363636363,0.16363636363636364,5,0.008605851979345954,0,0,0,0,0,0,0,0.0,1,0.03333333333333333,29,2,0.06666666666666667,13,0.14130434782608695,4,0.03636363636363636,0,0.0,0,0.0,2,0.01818181818181818,9,0.08181818181818182,0.0,0.18181818181818182,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0.1,4.266666666666667
תחת שמי ים התיכון,שלמה ארצי,1980s,190,107,972,46,4.130434782608695,4.0,7,2,3.8263157894736843,0.5631578947368421,0.4368421052631579,55,0.056584362139917695,0,0,36,4,0,0,0,0.0,13,0.2826086956521739,33,3,0.5434782608695652,45,0.4205607476635514,8,0.042105263157894736,8,0.042105263157894736,4,0.021052631578947368,7,0.03684210526315789,0,0.0,0.5,0.3684210526315789,0.0,0.0,0.031578947368421054,0.0,0.0,0.0,0.0,0.0,0.0,0.03684210526315789,0.0,0.0,31,0.32608695652173914,4.5
היא רוקדת,ירדנה ארזי,1980s,118,49,621,24,4.916666666666667,5.0,8,2,4.254237288135593,0.4152542372881356,0.5847457627118644,1,0.001610305958132045,0,0,1,0,0,0,0,0.0,9,0.375,15,6,0.5,20,0.40816326530612246,12,0.1016949152542373,0,0.0,0,0.0,5,0.0423728813559322,15,0.1271186440677966,0.0,0.25,0.0,0.0,0.0,0.05084745762711865,0.0847457627118644,0.0,0.0,0.025423728813559324,0.0,0.0,0.0,0.0,13,0.4583333333333333,5.25
אני חיה לי מיום ליום,ריטה,1980s,132,87,593,36,3.6666666666666665,4.0,5,3,3.492424242424242,0.6590909090909091,0.3409090909090909,1,0.0016863406408094434,1,0,0,0,0,0,0,0.0,9,0.25,27,3,0.4722222222222222,28,0.3218390804597701,6,0.045454545454545456,6,0.045454545454545456,2,0.015151515151515152,4,0.030303030303030304,4,0.030303030303030304,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.015151515151515152,0.0,0.0,25,0.3055555555555556,3.7222222222222223
היא רוקדת לבדה,אדם,1980s,114,75,602,21,5.428571428571429,6,9,2,4.149122807017544,0.6578947368421053,0.34210526315789475,16,0.026578073089700997,0,0,3,0,0,0,0,0.0,1,0.047619047619047616,20,2,0.09523809523809523,12,0.16,14,0.12280701754385964,0,0.0,0,0.0,7,0.06140350877192982,18,0.15789473684210525,0.0,0.28,0.0,0.0,0.0,0.0,0.07894736842105263,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,18,0.14285714285714285,4.666666666666667
לא עובדת בשביל אף אחד,סי היימן,1980s,136,29,591,26,5.230769230769231,5.0,8,2,3.176470588235294,0.21323529411764705,0.7867647058823529,15,0.025380710659898477,0,0,0,0,6,0,0,0.0,12,0.46153846153846156,14,4,0.7307692307692307,26,0.896551724137931,31,0.22794117647058823,12,0.08823529411764706,0,0.0,0,0.0,3,0.022058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.022058823529411766,0.0,0.029411764705882353,0.0,0.0,8,0.6923076923076923,3.269230769230769
שביל תפוח הזהב,עפרה חזה,1980s,110,79,563,29,3.793103448275862,4,5,2,3.9909090909090907,0.7181818181818181,0.2818181818181818,16,0.028419182948490232,1,1,5,1,0,0,0,0.0,0,0.0,29,1,0.0,23,0.2911392405063291,5,0.045454545454545456,0,0.0,0,0.0,7,0.06363636363636363,2,0.01818181818181818,0.0,0.7777777777777778,0.00909090909090909,0.0,0.01818181818181818,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,26,0.10344827586206896,4.758620689655173
השנה אינשאללה,עפרה חזה,1980s,75,41,385,15,5.0,5,6,3,4.08,0.5466666666666666,0.4533333333333333,5,0.012987012987012988,0,0,2,0,0,0,0,0.0,1,0.06666666666666667,14,2,0.13333333333333333,17,0.4146341463414634,5,0.06666666666666667,0,0.0,5,0.06666666666666667,1,0.013333333333333334,1,0.013333333333333334,5.0,0.14285714285714285,0.013333333333333334,0.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.04,0.0,0.10666666666666667,0.0,0.0,11,0.26666666666666666,4.866666666666666
סוף הצד,אילנה אביטל,1980s,75,62,361,26,2.8846153846153846,3.0,5,1,3.8,0.8266666666666667,0.17333333333333334,1,0.002770083102493075,0,0,0,0,0,0,0,0.0,0,0.0,26,1,0.0,9,0.14516129032258066,4,0.05333333333333334,4,0.05333333333333334,0,0.0,6,0.08,0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,21,0.19230769230769232,3.769230769230769
שיר הבחורים,דורון מזר,1980s,149,91,758,30,4.966666666666667,5.0,8,3,3.9261744966442955,0.610738255033557,0.38926174496644295,24,0.0316622691292876,0,0,15,0,0,0,0,0.0,1,0.03333333333333333,29,2,0.06666666666666667,24,0.26373626373626374,8,0.053691275167785234,0,0.0,0,0.0,5,0.03355704697986577,10,0.06711409395973154,0.0,0.3333333333333333,0.013422818791946308,0.0,0.0,0.0,0.0,0.0,0.013422818791946308,0.0,0.0,0.04697986577181208,0.0,0.0,25,0.16666666666666666,4.933333333333334
לא לוקח בקלות,אדם,1980s,121,60,644,22,5.5,5.5,8,3,4.206611570247934,0.49586776859504134,0.5041322314049587,12,0.018633540372670808,0,0,12,0,0,2,0,0.0,8,0.36363636363636365,14,3,0.5454545454545454,22,0.36666666666666664,16,0.1322314049586777,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,0.0,0.008264462809917356,0.01652892561983471,0.0,0.008264462809917356,0.008264462809917356,0.0,14,0.36363636363636365,5.181818181818182
חולם בספרדית,שלמה יידוב,1980s,121,93,649,29,4.172413793103448,4,7,2,4.132231404958677,0.768595041322314,0.23140495867768596,27,0.04160246533127889,0,0,8,2,0,0,0,0.0,0,0.0,29,1,0.0,10,0.10752688172043011,16,0.1322314049586777,7,0.05785123966942149,0,0.0,4,0.03305785123966942,0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.008264462809917356,0.008264462809917356,0.0,0.0,0.008264462809917356,0.0,0.03305785123966942,0.008264462809917356,0.0,28,0.034482758620689655,4.275862068965517
שלג צח,משינה,1980s,174,103,799,39,4.461538461538462,5,6,3,3.5402298850574714,0.5919540229885057,0.40804597701149425,10,0.012515644555694618,1,0,0,8,0,0,0,0.0,10,0.2564102564102564,29,3,0.38461538461538464,37,0.3592233009708738,7,0.040229885057471264,0,0.0,3,0.017241379310344827,3,0.017241379310344827,11,0.06321839080459771,3.0,0.17647058823529413,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.005747126436781609,0.0,0.0,27,0.3076923076923077,4.230769230769231
תחנה בזמן,מזי כהן,1980s,91,67,469,19,4.7894736842105265,5,9,2,3.802197802197802,0.7362637362637363,0.26373626373626374,28,0.05970149253731343,0,0,0,0,0,0,0,0.0,3,0.15789473684210525,16,2,0.3157894736842105,10,0.14925373134328357,10,0.10989010989010989,0,0.0,0,0.0,10,0.10989010989010989,4,0.04395604395604396,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,0.07692307692307693,0.0,0.0,14,0.2631578947368421,4.842105263157895
גרה בשינקין,מנגו,1980s,117,63,582,32,3.65625,4.0,7,2,3.871794871794872,0.5384615384615384,0.46153846153846156,13,0.022336769759450172,0,0,5,0,2,0,0,0.0,10,0.3125,22,6,0.5,22,0.3492063492063492,13,0.1111111111111111,0,0.0,0,0.0,2,0.017094017094017096,15,0.1282051282051282,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,17,0.46875,5.21875
האיש מן החלום,ירדנה ארזי,1980s,128,64,603,33,3.878787878787879,4,6,2,3.6484375,0.5,0.5,8,0.013266998341625208,0,0,1,0,0,0,0,0.0,8,0.24242424242424243,25,3,0.45454545454545453,35,0.546875,7,0.0546875,11,0.0859375,0,0.0,8,0.0625,12,0.09375,0.0,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,20,0.3939393939393939,4.606060606060606
אנטארקטיקה,קורין אלאל,1980s,87,46,473,20,4.35,4.5,6,2,4.344827586206897,0.5287356321839081,0.47126436781609193,9,0.019027484143763214,0,0,5,0,0,0,0,0.0,6,0.3,14,3,0.55,23,0.5,7,0.08045977011494253,1,0.011494252873563218,0,0.0,3,0.034482758620689655,4,0.04597701149425287,0.0,0.375,0.022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.011494252873563218,0.0,0.0,0.0,11,0.45,6.8
מחול מטורף,ריטה,1980s,111,62,582,29,3.8275862068965516,3,7,1,4.171171171171171,0.5585585585585585,0.44144144144144143,9,0.015463917525773196,0,0,0,0,0,0,0,0.0,10,0.3448275862068966,19,3,0.6206896551724138,35,0.5645161290322581,4,0.036036036036036036,8,0.07207207207207207,0,0.0,9,0.08108108108108109,2,0.018018018018018018,0.0,0.47368421052631576,0.0,0.0,0.009009009009009009,0.0,0.036036036036036036,0.009009009009009009,0.0,0.0,0.0,0.018018018018018018,0.0,0.0,18,0.3793103448275862,4.482758620689655
אלף לילה ולילה,ירדנה ארזי,1980s,100,74,506,23,4.3478260869565215,5,6,2,3.9,0.74,0.26,16,0.03162055335968379,0,0,1,0,4,0,0,0.0,1,0.043478260869565216,22,2,0.08695652173913043,15,0.20270270270270271,10,0.1,2,0.02,0,0.0,1,0.01,3,0.03,0.0,0.16666666666666666,0.01,0.0,0.01,0.0,0.1,0.0,0.01,0.0,0.0,0.11,0.0,0.0,19,0.17391304347826086,4.173913043478261
חלק משלומי,מנגו,1980s,197,77,997,68,2.8970588235294117,3.0,4,2,4.065989847715736,0.39086294416243655,0.6091370558375635,0,0.0,0,0,0,0,0,0,0,0.0,37,0.5441176470588235,31,8,0.7352941176470589,39,0.5064935064935064,9,0.04568527918781726,13,0.06598984771573604,0,0.0,4,0.02030456852791878,13,0.06598984771573604,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,0.0,0.0,0.025380710659898477,0.0,0.0,30,0.5588235294117647,5.0
מתחילה מהתחלה,מנגו,1980s,118,76,568,28,4.214285714285714,4.0,6,2,3.7033898305084745,0.6440677966101694,0.3559322033898305,14,0.02464788732394366,3,0,3,0,0,0,0,0.0,3,0.10714285714285714,25,2,0.21428571428571427,23,0.3026315789473684,11,0.09322033898305085,11,0.09322033898305085,0,0.0,0,0.0,14,0.11864406779661017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,25,0.10714285714285714,4.214285714285714
רני בפריז,משינה,1980s,97,69,508,20,4.85,4.5,7,4,4.237113402061856,0.711340206185567,0.28865979381443296,2,0.003937007874015748,1,0,0,1,0,0,7,0.013779527559055118,5,0.25,15,4,0.4,17,0.2463768115942029,4,0.041237113402061855,0,0.0,0,0.0,4,0.041237113402061855,3,0.030927835051546393,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.020618556701030927,0.0,0.0,15,0.25,5.05
עולם תעשייתי,סי היימן ולהקה מקומית,1980s,207,86,1036,40,5.175,5.0,9,2,3.758454106280193,0.41545893719806765,0.5845410628019324,52,0.05019305019305019,0,0,34,0,0,0,0,0.0,8,0.2,32,3,0.35,46,0.5348837209302325,12,0.057971014492753624,6,0.028985507246376812,4,0.01932367149758454,7,0.033816425120772944,10,0.04830917874396135,0.6666666666666666,0.25925925925925924,0.0,0.0,0.0,0.004830917874396135,0.0,0.004830917874396135,0.00966183574879227,0.0,0.0,0.0,0.0,0.0,20,0.5,3.95
דרך המלך,גילי וגלית,1980s,108,62,529,22,4.909090909090909,4.5,8,3,3.759259259259259,0.5740740740740741,0.42592592592592593,0,0.0,0,0,0,0,0,0,0,0.0,7,0.3181818181818182,15,3,0.5454545454545454,18,0.2903225806451613,6,0.05555555555555555,1,0.009259259259259259,0,0.0,7,0.06481481481481481,1,0.009259259259259259,0.0,0.7777777777777778,0.009259259259259259,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.027777777777777776,0.0,0.06481481481481481,0.0,0.0,14,0.36363636363636365,4.636363636363637
אחרינו המבול,נורית גלרון,1980s,138,66,635,25,5.52,6,9,2,3.5144927536231885,0.4782608695652174,0.5217391304347826,13,0.02047244094488189,0,0,13,0,0,0,0,0.0,6,0.24,19,3,0.36,23,0.3484848484848485,12,0.08695652173913043,12,0.08695652173913043,0,0.0,6,0.043478260869565216,0,0.0,0.0,0.3333333333333333,0.007246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.07971014492753623,0.007246376811594203,0.0,0.0,17,0.32,4.52
משוטטת,סי היימן ולהקה מקומית,1980s,135,65,706,34,3.9705882352941178,3.5,7,2,4.155555555555556,0.48148148148148145,0.5185185185185185,11,0.015580736543909348,0,0,11,0,0,0,0,0.0,12,0.35294117647058826,22,5,0.5588235294117647,32,0.49230769230769234,9,0.06666666666666667,0,0.0,0,0.0,11,0.08148148148148149,5,0.037037037037037035,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,19,0.4411764705882353,4.911764705882353
שועל במנוסה,רמי פורטיס,1980s,140,75,752,28,5.0,6.0,7,2,4.264285714285714,0.5357142857142857,0.4642857142857143,16,0.02127659574468085,0,0,0,0,0,0,0,0.0,11,0.39285714285714285,17,4,0.5714285714285714,21,0.28,8,0.05714285714285714,1,0.007142857142857143,0,0.0,10,0.07142857142857142,1,0.007142857142857143,0.0,0.8333333333333334,0.02857142857142857,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.0,0.007142857142857143,0.0,0.0,17,0.39285714285714285,4.857142857142857
כמו בתמונה,ריטה,1980s,57,51,299,14,4.071428571428571,4.5,5,1,4.228070175438597,0.8947368421052632,0.10526315789473684,3,0.010033444816053512,0,0,1,0,0,0,0,0.0,0,0.0,14,1,0.0,4,0.0784313725490196,3,0.05263157894736842,0,0.0,0,0.0,3,0.05263157894736842,4,0.07017543859649122,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,14,0.0,4.785714285714286
תמונות בחושך,דפנה דקל,1980s,128,104,643,43,2.9767441860465116,3,6,1,3.78125,0.8125,0.1875,29,0.04510108864696734,0,0,7,6,0,0,0,0.0,0,0.0,43,1,0.0,17,0.16346153846153846,4,0.03125,1,0.0078125,0,0.0,2,0.015625,12,0.09375,0.0,0.13333333333333333,0.0078125,0.0078125,0.0,0.0,0.0078125,0.0,0.0,0.015625,0.0,0.0859375,0.0,0.0,41,0.046511627906976744,4.395348837209302
חתול מפלצת,רמי פורטיס,1980s,107,57,568,24,4.458333333333333,4.0,6,3,3.9813084112149535,0.5327102803738317,0.4672897196261682,19,0.03345070422535211,4,0,9,2,0,0,0,0.0,7,0.2916666666666667,17,4,0.5,26,0.45614035087719296,10,0.09345794392523364,14,0.1308411214953271,0,0.0,9,0.08411214953271028,0,0.0,0.0,0.391304347826087,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.018691588785046728,0.0,0.009345794392523364,0.0,0.0,15,0.375,5.166666666666667
משהו מקלקל לי הכול,דני רובס,1980s,96,48,444,18,5.333333333333333,5.0,8,2,3.46875,0.5,0.5,16,0.036036036036036036,0,0,10,0,0,0,0,0.0,4,0.2222222222222222,14,3,0.3888888888888889,21,0.4375,6,0.0625,7,0.07291666666666667,0,0.0,10,0.10416666666666667,3,0.03125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,10,0.4444444444444444,4.0
הוא חוזר הביתה,ראובן לביא,1980s,146,58,655,36,4.055555555555555,4.0,6,2,3.4452054794520546,0.3972602739726027,0.6027397260273972,4,0.0061068702290076335,0,0,2,0,0,0,0,0.0,12,0.3333333333333333,24,3,0.6111111111111112,34,0.5862068965517241,14,0.0958904109589041,0,0.0,0,0.0,2,0.0136986301369863,25,0.17123287671232876,0.0,0.07407407407407407,0.0,0.0,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0136986301369863,0.00684931506849315,0.0,0.07534246575342465,0.0,0.0,18,0.5,3.75
לילה ים תיכוני,אורי פיינמן,1980s,66,42,331,23,2.869565217391304,3,5,1,3.984848484848485,0.6363636363636364,0.36363636363636365,3,0.00906344410876133,0,0,0,0,0,0,0,0.0,6,0.2608695652173913,17,4,0.43478260869565216,16,0.38095238095238093,4,0.06060606060606061,3,0.045454545454545456,0,0.0,0,0.0,3,0.045454545454545456,0.0,0.0,0.030303030303030304,0.0,0.06060606060606061,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.0,14,0.391304347826087,4.565217391304348
לכל אחד יש,שלומי שבת וליאור נרקיס,2000s,84,59,418,23,3.652173913043478,4,5,2,3.9523809523809526,0.7023809523809523,0.2976190476190476,7,0.01674641148325359,0,0,0,4,0,0,0,0.0,0,0.0,23,1,0.0,17,0.288135593220339,5,0.05952380952380952,7,0.08333333333333333,0,0.0,1,0.011904761904761904,7,0.08333333333333333,0.0,0.06666666666666667,0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,20,0.13043478260869565,4.086956521739131
